SKU,DKS_Blr_BGRoad_001,DKS_Blr_btmlayout_001,DKS_Blr_HSRlayout_001,DKS_Blr_kaggdaspura_001,DKS_Blr_kalyannagar_001,DKS_Blr_Marathahalli_001,DKS_Blr_Sheshadripurm_001,DKS_Blr_varthur_001,DKS_Blr_whitefield_001
CPCTF0001INTPH,0,0,0,1,0,0,0,0,0
DAPAC0005TR,1,0,0,0,0,0,0,1,0
DAPCL0001SKT,0,0,0,0,0,0,0,0,0
CTOTC0003SKT,0,0,0,0,0,0,0,0,0
CTOBC0001GI,0,0,0,0,0,0,0,0,0
DAA0001SAVPH,1,0,0,1,0,0,0,0,0
DAPCL0011TR,0,0,0,0,0,0,1,0,0
DAA0003VEKPH,1,0,0,1,0,0,0,1,0
DAA0004CORPH,0,0,0,1,0,0,0,0,0
DAPCL0013TR,0,0,0,0,0,0,0,0,0
CFOTR0010HUF,0,0,0,0,0,0,0,0,0
CLILI0021EP,1,0,0,0,0,0,0,0,0
CFOTR0010TR,0,0,1,0,0,0,0,0,0
CFOTR0051DR,0,0,0,0,0,0,0,0,0
CFOTR0010DR,0,0,1,0,0,0,0,0,0
CFOTR0063TE,0,0,0,0,0,0,0,0,0
CFOWF0003SUD,0,0,0,0,0,0,1,0,0
CFOTR0067TE,0,0,0,0,0,0,0,0,0
CLILI0006SY,0,0,0,0,0,0,0,0,0
CFOWF0008BOL,0,0,0,0,0,0,0,0,0
CLIWA0010TR,0,0,0,1,0,0,0,0,0
CFOWF0125BT,0,0,0,0,0,0,0,0,0
CFOWF0003HWN,0,0,0,0,0,0,0,0,0
CFOWF0001LE,0,0,0,0,0,0,0,0,0
CFOTR0010KI,0,0,0,0,0,0,0,0,0
CFOWF0014RC,0,0,0,0,0,0,0,0,0
CFOTR0005SG,0,0,0,0,2,0,0,0,0
CFOTR0009CIT,0,0,0,0,0,0,0,0,0
CFOWF0005BOL,0,0,0,0,0,0,0,0,0
CHEHE0001TR,0,0,0,1,0,0,0,0,0
CFOTR0025KY,0,0,0,0,0,0,0,0,0
CHEHS0002AA,1,0,0,0,0,1,0,0,0
CFOWF0105WH,0,0,0,0,0,0,0,0,0
CLICL0002MP,0,0,0,0,0,0,0,0,0
CFOTR0030KL,1,0,0,0,0,0,0,0,0
CFOWF0038BT,0,0,0,0,0,0,0,0,0
CLILB0004SA,0,0,0,0,0,0,0,0,0
CAPAC0003TR,0,0,0,1,0,0,0,0,0
CFOTR0001TR,0,0,0,0,0,0,0,0,0
CAPAC0011TR,0,0,0,1,0,0,0,0,0
CFODF0023FR,0,0,0,0,0,0,0,0,0
CFODF0021ND,1,0,0,0,0,0,0,0,0
CFODF0023MO,0,0,0,0,0,0,0,0,0
CFODF0050PU,1,0,0,1,0,0,0,0,0
BOGO0023ST,0,0,0,0,0,0,0,0,0
CFOTR0001HUF,0,1,1,0,0,0,1,0,0
CFODF0024FR,0,0,0,0,0,0,0,0,0
CFODF0007ND,0,0,1,0,0,0,0,0,0
CFODF0024SG,0,0,0,0,0,0,0,0,0
CFOTR0003KI,0,0,0,0,0,0,0,0,0
CCOHA0025TR,1,0,0,0,0,1,0,0,0
CFODF0005ACT,0,0,0,0,0,0,0,0,0
CFODF0009MX,0,0,0,0,0,0,0,0,0
CFODF0102MO,1,0,0,0,0,0,0,0,0
CFODF0004KY,0,0,0,0,0,0,0,0,0
CCOHA0005SKT,0,0,0,1,0,0,0,0,0
CFODF0036DR,0,0,0,0,0,0,0,0,0
CAPAC0012TR,0,1,0,0,0,0,0,0,0
CFODF0015ND,0,0,0,0,0,0,0,0,0
CFODF0011ND,0,0,0,0,0,0,0,0,0
CFODF0001ACT,1,0,0,0,0,0,0,0,0
CFODF0007PFT,0,0,0,0,0,0,0,0,0
CFODF0011PUO,1,1,0,0,1,1,0,1,0
CFOTR0002TR,0,0,0,0,0,0,0,0,0
BOGO0024ST,0,0,1,0,0,0,0,0,0
CCOHA0001BR,0,0,0,0,0,0,0,0,0
CFODF0042WH,0,1,0,0,0,0,0,0,0
CFODF0039RC,0,0,0,0,0,0,0,0,0
DTRDT0183GN,0,0,0,0,0,0,0,0,0
DTRJT0006DR,0,0,0,0,0,0,0,0,0
DTRJT0005DR,0,0,0,0,0,0,0,0,0
DTRJT0007RE,0,0,0,0,0,0,0,0,0
DWC0002INTPH,0,0,0,1,0,0,0,0,0
DTRDT0257GN,0,0,0,0,0,0,0,0,0
DTRJT0075FA,0,0,0,0,0,0,0,0,0
DTRJT0008FA,1,1,1,0,0,0,1,0,0
DTRDT0195GN,1,0,0,0,0,0,0,0,0
DTRJT0010BOW,0,0,0,0,0,0,0,0,0
DWC0001VEKPH,1,0,0,1,1,0,0,0,0
DTRDT0050BOL,1,1,0,0,0,1,0,0,0
DTRDT0200GN,0,0,1,1,0,0,1,0,0
DTRDT0001KK,0,0,0,0,0,0,0,0,0
DTRJT0054FA,0,0,1,0,0,0,0,0,0
DTRJT0016HUF,0,0,0,0,0,0,0,0,0
DTRJT0085FA,0,1,1,0,0,1,1,0,0
DTRDT0024GN,0,0,0,0,0,0,0,0,0
DTRJT0005KK,0,0,0,0,0,0,0,0,0
DTRDT0010GN,0,0,0,1,0,0,0,0,0
DTRJT0189JH,0,0,0,0,0,0,0,0,0
DTRJT0019HWN,0,0,0,0,0,0,0,0,0
DTRJT0217JH,0,0,0,0,0,0,0,0,0
DTRJT0002HUF,0,0,0,0,0,0,0,0,0
DTRJT0006KIT,0,0,0,0,0,0,0,0,0
DTRJT0024FM,0,0,0,0,0,0,0,0,0
DWC0002VIRPH,1,0,0,0,0,0,0,0,0
DTRJT0027DR,0,0,0,0,0,0,0,0,0
SHAFT0004OX,0,0,0,0,0,0,0,0,0
DTRJT0030DR,0,0,0,0,0,0,0,0,0
DTRDT0255GN,0,0,0,0,0,0,0,0,0
DTRBT0005PG,0,1,0,0,0,1,0,0,0
DTRBO0054DC,0,1,0,1,1,0,0,0,0
DTRBO0046HUF,0,0,0,0,0,0,0,0,0
DTRBC0022PCE,0,0,0,0,0,0,0,0,0
DTRBC0022HUF,0,0,0,0,0,0,0,0,0
DTOIT0002BR,0,0,0,0,1,0,0,0,0
DTRBO0040HUF,0,0,0,0,0,0,0,0,0
DTRBO0018FLY,0,0,0,0,0,0,0,0,0
DTRBO0048GD,1,0,1,0,0,0,0,0,0
DTRBO0002NR,0,0,0,0,0,0,0,0,0
DTOST0021BR,0,0,0,1,1,1,0,0,0
DTRBC0005DC,0,1,0,0,0,0,0,0,0
DTRBO0004HUF,0,0,0,0,0,0,0,0,0
DTOCT0054SKT,0,0,0,1,0,0,0,0,0
DTOCT0070BR,0,0,0,0,0,0,0,0,0
DTRBO0007FLY,0,0,0,0,0,0,0,0,0
DTOCT0072BR,0,0,1,0,0,0,0,1,0
DTRBO0022CC,1,0,0,0,0,0,0,0,0
DTRBO0047CC,0,0,0,0,0,0,0,0,0
DTOST0003BR,0,0,0,0,0,0,0,0,0
DTOIT0004KO,0,0,0,0,0,0,0,0,0
DTRBC0038CC,0,0,0,0,0,0,0,0,0
DTOST0031BR,0,0,0,0,0,0,0,0,0
DTRBO0003DO,0,0,0,0,0,0,0,0,0
DTRBO0098HUF,0,1,1,0,0,0,0,1,0
DTRBO0024CC,0,0,0,0,0,0,0,0,0
DTRBC0010PU,0,0,0,0,0,0,0,0,0
DTRBO0007HUF,0,0,0,0,0,0,0,0,0
DTRBT0004PG,0,0,0,0,0,0,0,0,0
DTRBC0009NP,0,0,0,0,0,0,0,0,0
DTRBO0004WNP,0,0,0,0,0,0,0,0,0
DTRBC0002TR,0,0,0,0,0,0,0,0,0
DTRBC0003HM,0,0,0,0,0,0,0,0,0
DSWL0005SAVPH,0,0,0,1,0,0,0,0,0
DSWL0001NKFPH,0,0,0,2,0,0,0,0,0
DSWL0002VIRPH,0,0,0,1,0,0,0,0,0
DTOCT0008SQZ,0,0,0,0,0,0,0,0,0
DSWDG0001VENPH,0,0,0,0,0,0,0,0,0
DSWSK0002VQLPH,1,0,0,0,0,0,0,0,0
DSWEEM0007CORPH,1,0,0,1,0,0,0,0,0
DTOCT0010BS,0,0,0,0,0,0,0,0,0
DSWJC0002BAYPH,1,0,0,1,0,0,0,0,0
DSWCD0001CORPH,1,0,0,1,0,0,0,0,0
DSWGS0002NKFPH,0,0,0,1,1,0,0,0,0
DSWSK0003MANPH,1,0,0,0,0,0,0,0,0
DSWK0001VETPH,1,0,0,1,0,0,0,0,0
DSWEEM0003VEKPH,0,0,0,0,0,0,0,0,0
DTOCT0006SQZ,0,0,0,0,0,0,1,0,0
DSWSK0003VIRPH,0,0,0,0,0,0,0,0,0
DSWSK0009NKFPH,0,0,0,0,0,0,0,0,0
DSWJC0001VENPH,1,0,0,1,1,0,0,0,0
DSWL0003CORPH,1,0,0,2,0,0,0,0,0
DSWL0001PCPH,1,0,0,0,0,0,0,0,0
DSWCD0003SAVPH,0,0,0,1,0,0,0,0,0
DSWCD0002NKFPH,0,0,0,0,2,0,0,0,0
DSWL0004VIVPH,1,0,0,0,0,0,0,0,0
DSWDG0001VTRPH,1,0,0,0,0,0,0,0,0
DSWCD0016SAVPH,0,0,0,1,0,0,0,0,0
DSWL0001INTPH,0,0,0,1,0,0,0,0,0
DSWK0001VENPH,1,0,0,0,0,0,0,0,0
DSWJC0001VETPH,0,0,0,1,2,0,0,0,0
DTOCT0003SKT,0,0,0,0,0,0,0,0,0
DSWGS0001MANPH,0,0,0,1,0,0,0,0,0
DSWL0005VIVPH,0,0,0,0,0,0,0,0,0
DTOCT0008SKT,0,0,0,0,0,0,0,0,0
DTOCT0007PT,0,0,0,0,0,0,0,0,0
DSWSK0008NKFPH,0,0,0,1,0,0,0,0,0
DSWCD0002SAVPH,1,0,0,0,2,0,0,0,0
DSWEEM0009CORPH,1,0,0,0,0,0,0,1,0
DSWSK0001PCPH,1,0,0,1,0,0,0,0,0
DSWR0001ETPH,0,0,0,0,0,0,0,0,0
DTOCT0011SKT,0,0,0,0,0,0,0,0,0
DSWR0001VIVPH,1,0,0,0,0,0,0,0,0
DSWCD0001VEKPH,0,0,0,0,0,0,0,0,0
DSWR0001VTRPH,0,0,0,0,0,0,0,0,0
DSW0002SIPH,0,0,0,0,0,0,0,0,0
DPC0004VEKPH,0,0,0,1,0,0,0,0,0
DPM0001VIVPH,0,0,0,1,0,0,0,0,0
DPM0002SAVPH,0,0,0,1,2,0,0,0,0
DPC0008BRIPH,0,0,0,1,0,0,0,0,0
DPM0003SAVPH,0,0,0,1,0,0,0,1,0
DSW0005TTKPH,0,0,0,1,0,0,0,0,0
DPCTF0001VEKPH,0,0,0,0,0,0,0,0,0
DPCDE0001VQLPH,0,0,0,0,0,0,0,0,0
DPM0004SAVPH,1,0,0,0,0,0,0,0,0
DPCTF0004SAVPH,0,0,0,1,1,0,0,0,0
DPM0006SAVPH,1,0,0,1,0,0,0,0,0
DPCTF0006INTPH,0,0,0,0,0,0,0,0,0
DS0001VETPH,1,0,0,1,0,0,0,0,0
DPCTF0001BRIPH,1,0,0,1,0,0,0,0,0
DPCTF0001VENPH,0,0,0,0,0,0,0,0,0
DPCDE0001INTPH,0,0,0,0,0,0,0,0,0
DS0001VTRPH,0,0,0,0,0,0,0,0,0
DPCTF0002VIVPH,1,0,0,1,0,0,0,0,0
DS0002TTKPH,0,0,0,0,0,0,0,0,0
DSMM0003VIRPH,1,0,0,0,0,0,0,1,0
DS0002VVAPH,0,0,0,0,2,0,0,1,0
DPCTF0004BRIPH,1,0,0,0,0,0,0,0,0
DS0003VVAPH,0,0,0,0,0,0,0,0,0
DSSC0002NKFPH,0,0,0,0,0,0,0,0,0
DPCTF0001VIRPH,1,0,0,1,0,0,0,0,0
DPCTF0005VIRPH,1,0,0,1,0,0,0,0,0
DSAS0001MANPH,0,0,0,0,0,0,0,0,0
DSW0001VIRPH,1,0,0,1,0,0,0,0,0
DSCS0001SKYPH,0,0,0,0,0,0,0,0,0
DPCTF0009ZOEPH,0,0,0,1,0,0,0,0,0
DPCTF0001VQLPH,0,0,0,0,0,0,0,0,0
DSW0003VIVPH,0,0,0,0,0,0,0,0,0
DSCS0002SKYPH,0,0,0,1,2,0,0,0,0
DSW0005VIVPH,1,0,0,1,0,0,0,0,0
DPC0002VEKPH,0,0,0,0,0,0,0,0,0
DPM0001SAVPH,0,0,0,1,1,0,0,0,0
DPC0002VIRPH,0,0,0,1,0,0,0,0,0
DSIB0002SKYPH,1,0,0,1,0,0,0,0,0
DSMM0003NKFPH,0,0,0,0,0,0,0,0,0
DHEHS0012NR,0,0,0,0,0,0,0,0,0
DHEHS0007NR,0,0,0,0,0,0,0,0,0
DHEHE0001GF,0,0,0,0,0,0,0,0,0
DHEHS0001FBS,0,0,0,0,0,0,0,0,0
DHECW0012MP,0,0,0,0,0,0,0,0,0
DHEHS0001FRL,0,0,0,0,0,0,0,0,0
DHECW0029TR,0,0,0,0,0,0,0,0,0
DGRSC0008BP,0,0,0,0,0,0,0,0,0
DGRSC0007PP,0,0,0,0,0,0,0,0,0
DGRTW0005PAW,1,0,0,0,0,0,0,0,0
DHEHS0008BP,0,0,0,0,0,0,0,0,0
DGRSC0010PP,0,0,0,0,0,0,0,0,0
DHEHS0011NM,0,0,0,0,0,0,0,0,0
DGRTW0015PE,0,0,0,0,0,0,0,0,0
DHECW0022MP,0,0,0,0,0,0,0,0,0
DGRSC0010WH,0,0,0,0,0,0,0,0,0
DHEHS0020TR,0,0,0,0,0,0,0,0,0
DHEHS00037NR,0,0,0,0,0,0,0,0,0
DGRSC0002PAW,0,0,0,0,0,0,0,0,0
DHEHS00038NR,1,1,0,0,1,0,0,0,0
DHECW0006SKT,1,0,0,0,0,0,0,0,0
DGRSC0013WH,0,0,0,0,0,0,0,0,0
DHECW0008TR,0,0,0,0,0,0,0,0,0
DHEHS00041NR,0,0,0,0,0,0,0,0,0
DHECW0011SS,1,0,0,1,0,0,0,0,0
DHEHS00042NR,0,0,0,0,0,0,0,0,0
DHECW0014BR,0,0,0,0,0,1,1,1,0
DHEHS00045NR,0,1,0,0,0,0,0,0,0
DHEHS0012NM,0,0,0,0,0,0,0,0,0
DGRSC0003FO,0,0,0,0,1,0,0,0,0
DHEHS0015HM,1,0,0,0,1,0,0,0,0
DHEHS0004DZ,0,0,0,0,0,0,0,0,0
DHECW0023MP,0,1,0,0,0,0,0,0,0
DHECW0003PTV,0,0,0,0,0,0,0,0,0
DHEHS0018BP,0,0,0,1,0,0,0,0,0
DHEHS0005BI,1,0,0,0,0,0,0,0,0
DHEHS0026TR,0,0,0,0,0,0,0,0,0
DHECW0005BR,0,0,0,0,0,1,0,1,0
DHEHS0032BP,0,0,0,0,0,0,0,0,0
DHEHS0006CD,0,0,0,0,0,0,0,0,0
DHEHS0052TR,0,0,0,0,0,0,0,0,0
DHECW0006BR,1,0,1,0,1,0,0,0,0
DLICL0001SS,0,0,0,0,0,0,0,0,0
DHEHS0006HUF,0,0,0,0,0,0,0,0,0
DHECW0007TR,0,0,0,0,0,0,0,0,0
DGRBC0012SKT,0,0,0,0,1,0,0,0,0
DFOWF0134FF,0,0,0,0,0,0,0,0,0
DFOPF0004HN,0,0,0,0,0,0,0,0,0
DFOWF0011RC,1,0,0,0,0,0,0,0,0
DFOWF0004VO,0,0,0,0,0,0,0,0,0
DFOWF0012MA,0,0,1,1,1,0,0,0,0
DFODF0122ND,0,0,0,0,0,0,0,0,0
DFODF0130ND,0,0,0,0,0,0,0,0,0
DGRSC0002BOL,0,0,0,0,0,0,0,0,0
DGRSC0002DZ,0,0,0,0,0,0,0,0,0
DFOWF0158KK,0,0,0,0,0,0,0,0,0
DFOPF0010PG,0,0,0,0,0,0,0,0,0
DGRBC0010WH,0,0,0,0,0,0,0,0,0
DFOPF0036PG,0,0,0,0,0,0,0,0,0
DGRBC0019WH,0,0,1,0,0,0,0,0,0
DFOWF0027SM,0,0,0,0,0,0,0,0,0
DGRGT0002PTV,1,0,0,0,0,0,0,0,0
DFOWF0029LB,0,0,0,0,0,0,0,0,0
DFOWF0102KK,0,0,0,0,0,0,0,0,0
DFOWF0029SM,0,0,0,0,0,0,0,0,0
DFOWF0132FF,0,0,0,0,0,0,0,0,0
DFOWF0032CE,0,0,0,0,0,0,0,0,0
DFODF0190ND,0,0,1,0,0,0,0,0,0
DFOWF0036PU,0,0,0,0,0,0,0,0,0
DFOWF0159FF,0,0,0,0,1,0,0,0,0
DFOFS0003CD,0,0,0,0,0,0,0,0,0
DGRBC0004BC,0,0,0,0,1,0,0,0,0
DFOWF0050ND,0,0,0,0,1,0,0,0,0
DFOWF0006ACT,0,0,0,0,0,0,0,0,0
DFOWF0002ACT,0,0,0,0,0,0,0,0,0
DGRBC0014SKT,0,0,0,0,0,0,0,0,0
DFOWF0053KK,0,0,0,0,0,0,0,0,0
DFOWF0006GF,0,0,0,0,0,0,0,0,0
DFOWF0061BW,0,0,0,0,0,0,0,0,0
DFOPF0004BOW,0,0,0,0,0,0,0,0,0
DFOWF0064BW,0,0,0,0,0,0,0,0,0
DFODF0107RC,0,0,0,0,0,0,1,0,0
DFODF0102RC,0,0,0,0,0,0,0,0,0
DGRSC0001HUF,0,0,0,0,0,0,0,0,0
DFOWF0003RC,0,0,0,0,0,0,0,0,0
DFOWF0107KK,0,0,0,0,0,0,0,0,0
DFODF0031BOL,1,0,0,0,0,0,0,0,0
DFODF0015OR,0,0,0,0,0,0,0,0,0
DFODF0013ND,0,0,1,0,0,0,0,0,0
DFODF0032PG,0,0,0,0,0,0,0,0,0
DFODF0004ND,0,0,0,0,0,0,0,0,0
DFODF0007SM,0,0,0,1,0,0,0,0,0
DFODF0021DR,1,0,0,0,0,0,0,1,0
DFODF0012SM,0,0,0,0,0,0,0,0,0
DFODF0008SM,0,1,1,0,0,0,1,0,0
DFODF0012VVD,0,0,0,0,0,0,0,0,0
DFODF0004RC,0,0,0,0,0,0,0,0,0
DFODF0010AC,0,0,0,0,0,0,0,0,0
DFODF0009BS,0,0,0,0,0,0,0,0,0
DFODF0023DR,0,0,0,0,0,0,0,0,0
DFODF0013SM,0,1,1,0,0,0,1,0,0
DFODF0005VVD,0,0,0,0,0,0,0,0,0
DFODF0045RC,0,0,0,0,0,0,0,0,0
DFODF0013KK,0,0,0,1,0,0,0,0,0
DFODF0047RC,0,0,0,0,0,0,0,0,0
DFODF0007VVD,0,0,0,0,0,0,0,0,0
DFODF0019SM,0,0,0,0,0,0,0,0,0
DFODF0037BOL,0,0,0,0,0,1,0,0,0
DFODF0006SM,0,0,0,0,0,0,0,0,0
DFODF0038RC,0,0,0,0,0,0,0,0,0
DFODF0005PS,0,0,0,0,0,0,0,0,0
DFODF0025ND,0,0,0,0,0,0,0,0,0
DFODF0030PG,0,0,0,0,0,0,0,0,0
DFODF0015DR,1,0,0,1,0,0,0,0,0
DFODF0007PR,0,0,0,0,0,0,0,0,0
DFODF0041DR,0,0,0,0,0,0,0,0,0
DFODF0011VO,1,0,0,0,0,0,0,0,0
DFODF0041ND,0,0,1,0,0,0,0,0,0
DFODF0005CH,0,0,0,0,0,0,0,0,0
DFODF0004VVD,0,0,0,0,0,0,0,0,0
DFODF0012ND,0,0,1,0,0,0,0,0,0
DFODF0006CH,0,0,0,0,0,0,0,0,0
DFODF0014PU,0,0,0,0,0,0,0,0,0
DFODF0018DR,1,0,0,0,0,0,0,0,0
DFODF0007VO,0,0,0,0,0,0,0,1,0
DFODF0010ND,0,0,0,1,0,0,0,0,0
DFODF0030AC,0,0,0,0,0,0,0,0,0
DFODF0028ND,0,1,0,0,0,0,0,0,0
DBONA0028PTV,0,0,0,0,0,0,0,0,0
DFODF0003RC,0,0,0,0,0,1,0,0,0
DCOCO0024SKT,0,0,0,0,0,0,0,0,0
DBONA0034SKT,0,0,0,0,0,0,0,0,0
DCOLE0038GH,0,0,0,0,0,0,0,0,0
DFODF0001SM,0,0,0,0,0,0,0,0,0
DBONA0018SKT,0,0,0,1,0,0,0,0,0
DCOHA0003HAN,0,1,0,1,0,0,0,0,0
DFODF0002RC,0,0,0,0,0,0,0,0,0
DCOLE0017SKT,0,0,0,0,0,0,0,0,0
DCOHA0008SKT,0,0,0,0,0,0,0,0,0
DBONA0034PTV,0,0,0,0,0,0,0,0,0
DFODF0003BOL,0,0,0,0,0,0,0,0,0
DFODF0002ACT,0,0,0,0,1,0,0,0,0
DBONA0014PTV,0,0,0,0,0,0,0,0,0
DFODF0002BS,0,0,0,0,0,0,0,0,0
DBONA0014SKT,0,0,0,1,0,0,0,0,0
DBONA0065BS,0,0,0,0,0,0,0,0,0
DCOCO0028TR,0,0,0,0,0,0,0,0,0
DFODF0002PS,0,0,0,0,0,0,0,0,0
DFODF0003VVD,0,1,0,0,0,0,0,0,0
DAPCL0050LA,0,0,0,0,0,0,0,0,0
DAPCL0047BR,1,0,0,0,0,0,0,0,0
DAPCL0281SKT,0,0,0,0,0,0,0,0,0
DAPCL0095SKT,0,0,0,0,0,0,0,0,0
DAPCL1661PPDS,0,0,0,0,0,0,0,0,0
DAPCL0349SKT,0,0,0,0,0,0,0,0,0
DBONA0002PTV,0,0,0,0,0,0,0,0,0
DAPCL0037BR,0,0,0,1,1,1,0,1,0
DAPCL0327SKT,0,0,1,1,0,0,0,0,0
DAPCL0359SKT,0,0,0,0,0,0,0,0,0
DAPCL0510SKT,0,0,0,0,0,0,1,0,0
DAPCL0069SKT,0,0,0,0,0,0,0,0,0
DAPCL1665PPDS,0,0,0,0,0,0,0,0,0
DAPCL0363SKT,0,0,0,0,0,0,0,0,0
DAPCT0002SA,0,0,1,0,0,0,0,0,0
DAPCL0375SKT,0,0,0,0,0,0,0,0,0
DAPCL0501SKT,0,0,0,0,0,0,0,0,0
DAPCL0388ST,0,0,0,0,0,0,0,0,0
DAPCL0038SKT,0,0,0,0,0,0,0,0,0
DAPCL0033BR,0,0,0,0,0,0,0,0,0
DAPCL0080SKT,0,0,0,0,0,0,0,0,0
DAPCL0103SKT,0,0,0,0,0,0,0,0,0
DAPCL0096SKT,0,0,0,0,0,0,0,0,0
DAPCL0075SKT,0,0,0,0,0,0,0,0,0
DAPCL1660PPDS,0,0,0,0,0,0,0,0,0
DAPCL0485SKT,0,0,0,0,0,0,0,0,0
DAPCL1664PPDS,0,0,0,0,0,0,0,0,0
DAPCL0491SKT,0,0,0,0,0,0,0,0,0
DAPCL0088SKT,0,0,0,0,0,0,0,0,0
DAPCL0495SKT,0,0,0,0,0,0,0,0,0
DAPCT0002MP,0,0,0,0,0,0,0,0,0
DAPCL0496SKT,0,0,0,0,0,0,0,0,0
DAPCT0004SA,0,0,0,0,0,0,0,0,0
DAPCL0249SKT,0,0,0,0,0,0,0,0,0
DAPCL0337SKT,0,0,0,0,0,0,0,0,0
DAPCL0500SKT,0,0,0,0,0,0,0,0,0
DAPCL0335SKT,0,0,0,0,0,0,0,1,0
DAPCL0336SKT,0,0,0,0,0,0,0,0,0
DAPCL0328SKT,0,0,0,0,0,0,0,0,0
CPC0003BAYPH,1,0,0,0,0,0,0,0,0
CPCTF0002VEKPH,0,0,0,0,0,0,0,0,0
CTOCA0051BR,0,0,1,0,0,0,0,0,0
DAA0007INTPH,1,0,0,0,0,0,0,0,0
CSMM0002SKYPH,0,0,0,1,0,0,0,0,0
DAA0008CORPH,0,0,0,0,0,0,0,0,0
CPCDE0001VEKPH,1,0,0,1,1,0,0,0,0
DAA0009CORPH,0,0,0,0,0,0,0,0,0
DAPBT0163FY,0,0,0,0,0,0,0,0,0
DAA0013SAVPH,1,0,0,0,0,0,0,1,0
DAPCL0001TR,1,0,0,0,0,0,0,0,0
CTOTC0006SKT,0,0,0,0,0,0,0,0,0
DAA0004INTPH,1,0,0,1,0,0,0,0,0
CTOCA0001SKT,0,0,0,1,0,0,0,0,0
CTOCA0003GI,0,0,0,0,0,0,0,0,0
CTOCA0007BR,1,0,1,1,0,0,0,0,0
DAPBT0096FY,0,0,0,0,0,0,0,0,0
CSWE0001NKFPH,1,0,0,0,0,0,0,0,0
CSWK0001VIVPH,0,0,0,1,1,0,0,1,0
DAPBT0002FY,0,0,0,0,0,0,0,0,0
DAA0002SIPH,1,0,0,1,1,0,0,0,0
DAPBT0005SKT,0,0,0,1,1,0,0,0,0
CTOTC0027SKT,0,0,0,0,0,0,0,0,0
CTOBC0007TR,0,0,0,0,0,0,0,0,0
CTOTC0028SKT,0,0,0,0,0,0,0,0,0
CTOTC0012BS,1,0,0,0,0,0,0,0,0
CTOTC0030BS,0,0,0,0,0,0,0,0,0
CTOTE0016SKT,0,0,0,0,0,0,0,0,0
CTOCA0006SKT,1,0,0,0,0,0,1,0,0
DAPBT0018SKT,0,0,0,0,0,0,0,0,0
CTOBC0008TR,0,0,0,0,0,0,0,0,0
CTOTC0021SKT,0,0,0,0,0,0,0,0,0
DAPCL0018TR,1,0,0,0,0,0,0,0,0
CLILI0002PC,0,0,0,0,0,0,0,0,0
CFOWF0005HM,1,0,0,0,0,0,0,0,0
CFOWF0083BT,0,0,0,0,0,0,0,0,0
CFOWF0139MO,0,0,0,0,0,0,0,0,0
CFOTR0012TR,0,0,0,0,0,0,0,0,0
CFOWF0002FPU,0,0,0,0,0,0,0,0,0
CLILI0006CS,1,0,0,0,0,0,0,0,0
CFOWF0156MO,1,0,1,0,1,0,0,0,0
CLILI0019PC,0,0,0,0,0,0,0,0,0
CFOWF0282MO,0,0,0,0,0,0,0,0,0
CFOTR0021CA,0,0,0,0,0,0,0,0,0
CHEHE0001GF,0,0,0,0,0,0,0,0,0
CLIWA0013TR,0,0,0,0,0,0,0,0,0
CLICL0001MP,0,0,0,0,0,0,0,0,0
CLILI0003SY,0,0,0,0,0,0,0,0,0
CLICL0005SS,0,0,0,0,0,0,0,0,0
CFOWF0129MO,0,0,0,0,0,0,0,0,0
CLILB0006SA,0,0,0,0,0,0,0,0,0
CFOWF0100BT,0,0,0,0,0,0,0,0,0
CLILB0017SA,0,0,0,0,0,0,0,0,0
CFOTR0006CIT,0,0,0,0,0,0,0,0,0
CFOWF0043KK,0,0,2,0,0,0,0,0,0
CFOWF0013MOO,0,0,0,0,0,0,0,0,0
CFOWF0009MOO,0,0,0,0,0,0,0,0,0
CFODF0034RC,0,0,0,0,0,0,0,0,0
CFODF0026FR,0,0,0,0,0,0,0,0,0
CCOHA0016BR,0,1,0,0,0,0,0,0,0
CFODF0043DR,0,0,0,0,0,0,0,0,0
CFODF0012PU,0,1,0,0,0,1,1,0,0
CFODF0001KY,0,0,1,0,1,0,0,0,0
CFODF0037ND,0,0,0,0,0,0,0,0,0
CFODF0013WH,0,0,0,0,0,0,0,0,0
CFODF0002VO,1,0,0,1,0,0,0,0,0
CFODF0010ND,0,0,0,0,0,0,0,0,0
CFODF0010MX,0,0,0,0,0,0,0,0,0
CFODF0029MO,0,0,0,0,0,0,0,0,0
CCOCO0014TR,0,0,0,0,0,0,0,0,0
CAPCT0007SKT,0,0,0,0,0,0,0,0,0
CFODF0002PFT,0,0,0,0,2,0,0,0,0
CFODF0012MA,1,0,1,0,0,0,0,0,0
CFODF0002CW,0,0,0,0,0,0,0,0,0
CFODF0115MO,0,0,0,0,0,0,0,0,0
CFOTR0002KL,0,0,0,0,0,0,0,0,0
CFODF0010PUO,0,0,0,0,0,0,0,0,0
CFODF0010KY,1,1,0,0,0,0,0,0,0
CAPAC0024TR,0,0,0,0,0,0,0,0,0
CFODF0021SG,0,0,0,0,0,0,0,0,0
CFODF0006KY,1,0,0,1,1,0,0,0,0
CAPCT0004SKT,0,0,0,0,0,0,0,0,0
CFODF0022FR,0,0,0,0,0,0,0,0,0
CFODF0009SG,0,0,0,0,1,0,0,0,0
CAPCT0002SKT,0,0,0,0,0,0,0,0,0
DTRJT0093FA,0,0,0,0,0,0,0,0,0
